Date,Event,Details,Billing on,Shop name,Shop country,Shop email,Shop domain
2024-07-11 14:33:14 UTC,Installed,,,Jenny Lemons,US,jennie@jennylemons.com,jennylemons.myshopify.com
2024-07-11 14:36:28 UTC,Uninstalled,"",,Jenny Lemons,US,jennie@jennylemons.com,jennylemons.myshopify.com
2024-07-11 14:48:57 UTC,Uninstalled,"",,srroo,US,hello@srroo.com,e68423-1f.myshopify.com
2024-07-11 15:04:01 UTC,Installed,,,minihosting-demo,EG,info@mini-hosting.net,minihosting-demo.myshopify.com
2024-07-11 15:35:11 UTC,Installed,,,webascend,EG,info@mini-hosting.net,webascend.myshopify.com
2024-07-11 15:52:47 UTC,Uninstalled,"",,Slayevo,IN,theslayevo@gmail.com,22b268-76.myshopify.com
2024-07-11 18:22:15 UTC,Installed,,,My Store,FI,ahmadvara2@outlook.com,afcb68-8e.myshopify.com
2024-07-11 18:39:34 UTC,Store closed,,,Blessed Apparel ,US,9dbuchanan@gmail.com,12df8a-3e.myshopify.com
2024-07-11 18:47:40 UTC,Uninstalled,"",,My Store,FI,ahmadvara2@outlook.com,afcb68-8e.myshopify.com
2024-07-11 18:53:11 UTC,Installed,,,Havenplushi,GB,support@havenplushi.com,672647-2b.myshopify.com
2024-07-11 18:53:55 UTC,Installed,,,Salvia Kids,IN,salviakidsfbd@gmail.com,057bb2-4.myshopify.com
2024-07-11 19:40:20 UTC,Installed,,,My Store,PT,smithbeats6@gmail.com,dcac93-8e.myshopify.com
2024-07-11 19:45:35 UTC,Uninstalled,"",,My Store,PT,smithbeats6@gmail.com,dcac93-8e.myshopify.com
2024-07-11 20:11:22 UTC,Uninstalled,"",,Stamps Home Furniture,US,support@stampshomefurniture.com,stamps-home-furniture.myshopify.com
2024-07-11 20:27:16 UTC,Store closed,,,Reversio,CA,anegovian@gmail.com,6821c0-62.myshopify.com
2024-07-11 21:39:39 UTC,Installed,,,Imane the Label,DE,hezan@outlook.de,b46680-90.myshopify.com
2024-07-11 21:44:58 UTC,Uninstalled,"",,Imane the Label,DE,hezan@outlook.de,b46680-90.myshopify.com
2024-07-11 21:46:06 UTC,Installed,,,Imane the Label,DE,hezan@outlook.de,b46680-90.myshopify.com
2024-07-11 21:59:15 UTC,Installed,,,Wrappr,CA,brittany@wrappr.com,david-wile.myshopify.com
2024-07-11 22:00:37 UTC,Uninstalled,Not using app now,,Wrappr,CA,brittany@wrappr.com,david-wile.myshopify.com
2024-07-11 23:10:46 UTC,Installed,,,linearis,PT,linearis.pt@gmail.com,df86a3-1a.myshopify.com
2024-07-11 23:17:06 UTC,Uninstalled,"",,linearis,PT,linearis.pt@gmail.com,df86a3-1a.myshopify.com
2024-07-11 23:38:43 UTC,Installed,,,ALYA,PT,alyastore.contactus@gmail.com,40425c-f4.myshopify.com
2024-07-11 23:44:18 UTC,Uninstalled,"",,ALYA,PT,alyastore.contactus@gmail.com,40425c-f4.myshopify.com
2024-07-12 00:22:27 UTC,Installed,,,Shay & Bahari,US,mel@shayandbahari.com,scarlette-official.myshopify.com
2024-07-12 00:33:20 UTC,Uninstalled,"",,Bambu,US,matxlr990@gmail.com,515c1a-2.myshopify.com
2024-07-12 00:50:35 UTC,Installed,,,CaylaLaine's Customs,US,caylalainescustoms@gmail.com,cayla-laines-customs.myshopify.com
2024-07-12 00:51:52 UTC,Uninstalled,"",,CaylaLaine's Customs,US,caylalainescustoms@gmail.com,cayla-laines-customs.myshopify.com
2024-07-12 01:02:24 UTC,Installed,,,MIBA,US,lojamiba@gmail.com,79249a.myshopify.com
2024-07-12 01:23:08 UTC,Store closed,,,monster,HK,lik.e@qq.com,03021d-10.myshopify.com
2024-07-12 01:42:29 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33104003352,2024-07-19,Shay & Bahari,US,mel@shayandbahari.com,scarlette-official.myshopify.com
2024-07-12 01:58:16 UTC,Uninstalled,Hard to set up or use,,Shay & Bahari,US,mel@shayandbahari.com,scarlette-official.myshopify.com
2024-07-12 01:58:16 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33104003352,,Shay & Bahari,US,mel@shayandbahari.com,scarlette-official.myshopify.com
2024-07-12 03:07:06 UTC,Installed,,,WILLMA,SG,davex.pwn+shopify@gmail.com,a5e376-9c.myshopify.com
2024-07-12 03:10:37 UTC,Uninstalled,Not using app now,,WILLMA,SG,davex.pwn+shopify@gmail.com,a5e376-9c.myshopify.com
2024-07-12 03:43:00 UTC,Uninstalled,"",,DJIEADSHOOP.com,RE,djieadshoop@gmail.com,cbf89e-e6.myshopify.com
2024-07-12 04:06:08 UTC,Installed,,,My Store,MA,hamza.ayoub.2024@gmail.com,127b87-a4.myshopify.com
2024-07-12 04:08:15 UTC,Installed,,,PORA MONDO,US,contact@poramondo.com,ruthtest-room.myshopify.com
2024-07-12 04:10:20 UTC,Uninstalled,"",,Etch,SG,Admin@etch.com.sg,etchsg.myshopify.com
2024-07-12 04:10:32 UTC,Uninstalled,"",,My Store,MA,hamza.ayoub.2024@gmail.com,127b87-a4.myshopify.com
2024-07-12 04:45:32 UTC,Installed,,,Buble Originals,CL,soporte@buble.cl,16f93a-5e.myshopify.com
2024-07-12 04:46:20 UTC,Uninstalled,"",,Buble Originals,CL,soporte@buble.cl,16f93a-5e.myshopify.com
2024-07-12 04:52:21 UTC,Installed,,,ENSE_GUIDITA,CL,chileinnovare@gmail.com,100006-db.myshopify.com
2024-07-12 05:51:27 UTC,Installed,,,BabyButze,DE,support@babybutze.de,08277e-3.myshopify.com
2024-07-12 06:46:43 UTC,Store closed,,,Winter Wish,CH,info.winterwish@gmail.com,3dc6a8.myshopify.com
2024-07-12 07:44:51 UTC,Installed,,,EXON - גיימינג ותוכנות,CY,business@exongames.co.il,exon-israel.myshopify.com
2024-07-12 07:47:07 UTC,Uninstalled,"",,BabyButze,DE,support@babybutze.de,08277e-3.myshopify.com
2024-07-12 07:59:21 UTC,Uninstalled,Not using app now,,EXON - גיימינג ותוכנות,CY,business@exongames.co.il,exon-israel.myshopify.com
2024-07-12 09:21:17 UTC,Installed,,,My Store,ES,informacion.ecoslice@gmail.com,09a801-bf.myshopify.com
2024-07-12 10:32:24 UTC,Uninstalled,"",,Imane the Label,DE,hezan@outlook.de,b46680-90.myshopify.com
2024-07-12 10:42:47 UTC,Installed,,,Darling Bun Shop,GB,info@darlingbunshop.co.uk,darlingbunshop-2.myshopify.com
2024-07-12 10:44:33 UTC,Uninstalled,"",,Darling Bun Shop,GB,info@darlingbunshop.co.uk,darlingbunshop-2.myshopify.com
2024-07-12 10:57:10 UTC,Installed,,,Einfach3ddruck Store,DE,einfach3ddruck@yahoo.de,einfach3ddruck-store.myshopify.com
2024-07-12 11:46:44 UTC,Installed,,,Itsivy ,NL,djeacerijsbergen@gmail.com,08de06-e9.myshopify.com
2024-07-12 11:47:54 UTC,Uninstalled,"",,Itsivy ,NL,djeacerijsbergen@gmail.com,08de06-e9.myshopify.com
2024-07-12 11:59:32 UTC,Installed,,,Veena Vintage,NL,daughtersofphoenix@gmail.com,daughtersofphoenix.myshopify.com
2024-07-12 12:55:53 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26876674228,2024-07-19,Salvia Kids,IN,salviakidsfbd@gmail.com,057bb2-4.myshopify.com
2024-07-12 13:50:07 UTC,Uninstalled,"",,PORA MONDO,US,contact@poramondo.com,ruthtest-room.myshopify.com
2024-07-12 13:58:57 UTC,Installed,,,Sensori™,US,kimmeleli@gmail.com,3fb928.myshopify.com
2024-07-12 14:00:39 UTC,Installed,,,Getsetwear,IN,bhavya@getsetwear.co.in,getsetwear2.myshopify.com
2024-07-12 14:08:38 UTC,Uninstalled,"",,Sensori™,US,kimmeleli@gmail.com,3fb928.myshopify.com
2024-07-12 14:27:14 UTC,Uninstalled,"",,Getsetwear,IN,bhavya@getsetwear.co.in,getsetwear2.myshopify.com
2024-07-12 15:17:24 UTC,Uninstalled,"",,My Store,GR,fraproe@gmail.com,fa513f-9a.myshopify.com
2024-07-12 15:29:17 UTC,Installed,,,G and J Keepsakes,US,Gandjkeepsakes@gmail.com,cdc101-12.myshopify.com
2024-07-12 17:03:06 UTC,Installed,,,BOSSQUE,ES,hola@bossque-brand.com,e6957e-2.myshopify.com
2024-07-12 17:12:27 UTC,Uninstalled,"",,BOSSQUE,ES,hola@bossque-brand.com,e6957e-2.myshopify.com
2024-07-12 17:17:44 UTC,Uninstalled,"",,Sarrow,US,sarrow.io@proton.me,sarroww.myshopify.com
2024-07-12 17:18:05 UTC,Installed,,,Sarrow,US,sarrow.io@proton.me,sarroww.myshopify.com
2024-07-12 20:39:25 UTC,Installed,,,Avellara,PT,avellantra@gmail.com,1e56d7-6e.myshopify.com
2024-07-12 20:40:20 UTC,Uninstalled,"",,G and J Keepsakes,US,Gandjkeepsakes@gmail.com,cdc101-12.myshopify.com
2024-07-12 21:55:02 UTC,Store closed,,,Battalion Tools,CA,battaliontool@gmail.com,battalion-tool.myshopify.com
2024-07-12 22:40:01 UTC,Installed,,,Zorandi,SE,kontakt@Zorandi.se,ad9288-4d.myshopify.com
2024-07-12 22:59:48 UTC,Installed,,,SnugSafe,CA,adamkjames09@gmail.com,2401de-71.myshopify.com
2024-07-13 00:25:47 UTC,Store closed,,,My Electronics ,US,kgoetetshepo@mangkwepacashloans.co.za,24a4c2-0a.myshopify.com
2024-07-13 01:18:04 UTC,Store closed,,,Nodique,GB,nodiquefashion@gmail.com,e68561-2.myshopify.com
2024-07-13 01:38:41 UTC,Store closed,,,La Verdi,AU,marco_khadhrmk@hotmail.com,22e7bc-bb.myshopify.com
2024-07-13 01:47:09 UTC,Store closed,,,Marco Moretti,TR,b01565423@gmail.com,043a38-2f.myshopify.com
2024-07-13 01:47:27 UTC,Store closed,,,Whimsy,DE,vitaliistoreuk77@gmail.com,ac3fe9-65.myshopify.com
2024-07-13 04:03:06 UTC,Installed,,,furMe,US,hello@shopfurme.com,furme-usa.myshopify.com
2024-07-13 04:48:37 UTC,Installed,,,My Store,CA,ericolfa@yahoo.com,bac104-26.myshopify.com
2024-07-13 04:55:52 UTC,Uninstalled,"",,Venuxe,US,venuxefashion@gmail.com,a6d74d-71.myshopify.com
2024-07-13 06:11:25 UTC,Installed,,,My Store,IN,finefitcover@outlook.com,f4f260-4e.myshopify.com
2024-07-13 06:26:46 UTC,Uninstalled,"",,My Store,IN,finefitcover@outlook.com,f4f260-4e.myshopify.com
2024-07-13 07:24:12 UTC,Installed,,,Yvalia,FR,yvalia.contact@gmail.com,yvalia-4541.myshopify.com
2024-07-13 07:38:23 UTC,Uninstalled,"",,Siara Hair,IN,siarahair7@gmail.com,171fd0-02.myshopify.com
2024-07-13 09:15:54 UTC,Installed,,,WILLMA,SG,davex.pwn+shopify@gmail.com,a5e376-9c.myshopify.com
2024-07-13 09:16:37 UTC,Uninstalled,"",,WILLMA,SG,davex.pwn+shopify@gmail.com,a5e376-9c.myshopify.com
2024-07-13 09:56:43 UTC,Installed,,,Swift Cordless Battery Garden Tools,FR,lenny@ngp.cn,swift-garden-tools.myshopify.com
2024-07-13 09:57:52 UTC,Uninstalled,Not working or compatible with store,,Swift Cordless Battery Garden Tools,FR,lenny@ngp.cn,swift-garden-tools.myshopify.com
2024-07-13 10:19:33 UTC,Installed,,,Lux Çanta,TR,ahmedgediktas3@gmail.com,3b02e5-85.myshopify.com
2024-07-13 11:00:22 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 33063371064,,beauti to show,SG,datdetde03@gmail.com,beauti-to-show.myshopify.com
2024-07-13 11:00:28 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 28376039644,,Testing Store,SG,support@nestscale.com,nestdesk-testing-store.myshopify.com
2024-07-13 11:03:00 UTC,Installed,,,Captain Cutie,BE,anema.ou@gmail.com,f91035-2.myshopify.com
2024-07-13 11:09:56 UTC,Uninstalled,"",,Jewmera,IL,stgames_2009@hotmail.com,jewmira.myshopify.com
2024-07-13 11:21:19 UTC,Uninstalled,"",,Divine Decor IN,IN,divinedecordreams@gmail.com,divine-decor-in.myshopify.com
2024-07-13 11:36:52 UTC,Installed,,,Jewmera,IL,stgames_2009@hotmail.com,jewmira.myshopify.com
2024-07-13 12:08:16 UTC,Installed,,,MySiwak,FR,jlwword23@gmail.com,c4a644-82.myshopify.com
2024-07-13 12:17:10 UTC,Installed,,,Sunny Planet ,US,info@sunnyplanet.com,sunnyplanet-pr.myshopify.com
2024-07-13 12:31:00 UTC,Uninstalled,Not working or compatible with store,,Sunny Planet ,US,info@sunnyplanet.com,sunnyplanet-pr.myshopify.com
2024-07-13 13:18:31 UTC,Uninstalled,"",,MIBA,US,lojamiba@gmail.com,79249a.myshopify.com
2024-07-13 14:15:31 UTC,Installed,,,My Breathing Bear™,FR,7gdyb4rtnw@privaterelay.appleid.com,f0095a-6b.myshopify.com
2024-07-13 14:36:40 UTC,Store closed,,,Watch city,IN,customer.watchcity@gmail.com,d1a3aa-ee-2.myshopify.com
2024-07-13 16:15:25 UTC,Installed,,,HushBottle,IT,mereug58@gmail.com,4ee321-cb.myshopify.com
2024-07-13 16:19:47 UTC,Installed,,,693vonoli.com,DE,oliver.meyer@693vonoli.com,5cc438-2.myshopify.com
2024-07-13 16:20:03 UTC,Installed,,,My Store,IN,bongingstore@gmail.com,57fede-4e.myshopify.com
2024-07-13 16:36:48 UTC,Installed,,,BOSSQUE,ES,hola@bossque-brand.com,e6957e-2.myshopify.com
2024-07-13 16:36:54 UTC,Uninstalled,Begrenzte oder fehlende Funktionen,,693vonoli.com,DE,oliver.meyer@693vonoli.com,5cc438-2.myshopify.com
2024-07-13 16:50:12 UTC,Store closed,,,Felvia - Bijoux Chrétiens,FR,peixotogabin7@gmail.com,fd5fb2-a2.myshopify.com
2024-07-13 17:17:57 UTC,Installed,,,My Store,US,pendertyler08@gmail.com,55c30b-e7.myshopify.com
