Date,Event,Details,Billing on,Shop name,Shop country,Shop email,Shop domain
2024-07-13 16:36:54 UTC,Uninstalled,Begrenzte oder fehlende Funktionen,,693vonoli.com,DE,oliver.meyer@693vonoli.com,5cc438-2.myshopify.com
2024-07-13 20:43:53 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33114456344,2024-07-20,KBF Home Improvement,US,kbfhimprovement@gmail.com,furniture-and-beyond-connections.myshopify.com
2024-07-13 23:09:58 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26424869034,2024-07-20,Prodesksim,US,info@prodesksim.com,prodesksim.myshopify.com
2024-07-13 23:19:09 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 26424869034,,Prodesksim,US,info@prodesksim.com,prodesksim.myshopify.com
2024-07-14 11:00:15 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 23860150385,,Abhishek Store [AB],IN,abhishek.paraskar5299@gmail.com,quickstart-705d25a3.myshopify.com
2024-07-15 00:29:43 UTC,Uninstalled,Not using app now,,MiAiden,GB,business.heroo@gmail.com,miaidenstore.myshopify.com
2024-07-15 08:46:11 UTC,Uninstalled,Not using app now,,Wellify,IN,wellify.developer@piramal.com,healthandwellness-store.myshopify.com
2024-07-15 11:00:09 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 26876641460,,Salvia Kids,IN,salviakidsfbd@gmail.com,057bb2-4.myshopify.com
2024-07-15 11:00:09 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 26876575924,,Salvia Kids,IN,salviakidsfbd@gmail.com,057bb2-4.myshopify.com
2024-07-15 19:00:58 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26436862126,2024-07-22,Aya Pitaya ,BR,contato@ayapitaya.com.br,ayapitaya.myshopify.com
2024-07-15 19:05:21 UTC,Uninstalled,"Não funciona ou não é compatível com a loja, Segurança do app ou problemas de privacidade, É caro ou possui cobranças inesperadas, Falta de recursos ou recursos limitados, É difícil de configurar ou usar, Não estou satisfeito(a) com o suporte, Não estou usando o app agora",,Aya Pitaya ,BR,contato@ayapitaya.com.br,ayapitaya.myshopify.com
2024-07-15 19:05:22 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 26436862126,,Aya Pitaya ,BR,contato@ayapitaya.com.br,ayapitaya.myshopify.com
2024-07-15 21:26:22 UTC,Uninstalled,Não estou a usar a aplicação agora,,Amaijoin,PT,amaijoin@hotmail.com,af1f46-3.myshopify.com
2024-07-16 00:48:30 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33124417837,2024-07-23,Geeks Town,IN,info@geekstown.com,geekstown-1349.myshopify.com
2024-07-16 06:38:57 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 24426479727,2024-07-23,自建站,US,haraguchikubitz@gmail.com,180ce5-b0.myshopify.com
2024-07-16 08:50:42 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 24185110595,2024-07-23,HOKIPO | Har Ghar ka Humsafar,IN,contact@hokipo.in,40c2f1-2.myshopify.com
2024-07-17 11:00:17 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 24423628911,,自建站,US,haraguchikubitz@gmail.com,180ce5-b0.myshopify.com
2024-07-17 12:08:42 UTC,Uninstalled,Not satisfied with support,,jalacalm,AU,jalacalmcollection@gmail.com,jalacalm.myshopify.com
2024-07-17 13:29:26 UTC,Uninstalled,Not working or compatible with store,,ElleVAte Studio,US,sales@ellevateservices.com,807d0e-95.myshopify.com
2024-07-17 19:28:51 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33155776787,2024-07-24,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-17 21:50:13 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33155776787,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-17 21:50:13 UTC,Uninstalled,Not using app now,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-17 23:29:37 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33324532044,2024-07-24,beflügelt +,DE,info@befluegeltplus.de,befluegeltvet.myshopify.com
2024-07-18 01:01:46 UTC,Uninstalled,Not using app now,,Montanic Adventure Store,MY,ecom@montanic.com,montanic.myshopify.com
2024-07-18 04:02:31 UTC,Uninstalled,Not using app now,,HOKIPO | Har Ghar ka Humsafar,IN,contact@hokipo.in,40c2f1-2.myshopify.com
2024-07-18 04:02:31 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 24185110595,,HOKIPO | Har Ghar ka Humsafar,IN,contact@hokipo.in,40c2f1-2.myshopify.com
2024-07-18 20:07:16 UTC,Uninstalled,Not using app now,,THEO,UA,hello@iwanttheo.com,theo-online-store.myshopify.com
2024-07-19 03:15:09 UTC,Uninstalled,Not using app now,,My Store,US,daniel@danson-group.com,a479e9-a3.myshopify.com
2024-07-19 10:42:22 UTC,Uninstalled,Moeilijk in te stellen of te gebruiken,,Styleria,NL,semknopjes@gmail.com,f9e13d-dc.myshopify.com
2024-07-19 10:44:17 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33059635489,2024-07-26,Hottieful,IN,hottieful.in@gmail.com,b9a77d-02.myshopify.com
2024-07-19 10:56:20 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33059635489,,Hottieful,IN,hottieful.in@gmail.com,b9a77d-02.myshopify.com
2024-07-19 16:40:02 UTC,Uninstalled,Not using app now,,spicedanime,US,josiahekong98@gmail.com,spicedanime.myshopify.com
2024-07-20 05:06:48 UTC,Uninstalled,Not working or compatible with store,,thickify,AU,rorystevenson1994@gmail.com,f82f10-2.myshopify.com
2024-07-20 07:23:39 UTC,Uninstalled,Not using app now,,Toi et Muah,AU,toietmuah@gmail.com,a6ff3d-09.myshopify.com
2024-07-20 11:00:25 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 33155744019,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-20 11:00:25 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 33155711251,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-07-20 11:47:20 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33004781886,2024-07-27,thegymmonster,IN,thegymmonster.store1@gmail.com,6639c8-6e.myshopify.com
2024-07-20 15:31:06 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33049477414,2024-07-27,pewox,HK,2650480346@qq.com,uk-onsideshe.myshopify.com
2024-07-20 20:14:18 UTC,Uninstalled,Not using app now,,Nuvoria,GB,houseofthat@gmail.com,houseofthat.myshopify.com
2024-07-22 00:59:26 UTC,Uninstalled,Hard to set up or use,,Blue Canary Canvas Co.,US,bluecanarycanvas@gmail.com,ab2029-17.myshopify.com
2024-07-22 08:17:18 UTC,Uninstalled,Not working or compatible with store,,irika-new,RO,cristi@okart.us,irika-new.myshopify.com
2024-07-22 09:34:58 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33049477414,,pewox,HK,2650480346@qq.com,uk-onsideshe.myshopify.com
2024-07-22 18:12:46 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33124417837,,Geeks Town,IN,info@geekstown.com,geekstown-1349.myshopify.com
2024-07-22 18:26:04 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33166524729,2024-07-29,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 18:28:43 UTC,Uninstalled,É difícil de configurar ou usar,,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 18:28:44 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33166524729,,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 18:36:04 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33166557497,2024-07-29,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 18:45:39 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33166557497,,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 22:38:43 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33065074962,2024-07-29,Rebel Reaper Clothing Company,US,matt@rebelreaper.com,rebel-reaper-clothing-company-llc.myshopify.com
2024-07-23 05:09:56 UTC,Uninstalled,Not working or compatible with store,,Del la rouge Hair Extensions,AU,dellarougehairextensions@gmail.com,c48e15-77.myshopify.com
2024-07-23 06:06:42 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33037943091,2024-07-30,Lucky Number Co.,US,luckynumberscompany@gmail.com,4fb3cc-13.myshopify.com
2024-07-23 09:37:02 UTC,Uninstalled,Not satisfied with support,,CupTrend,BE,support@cuptrend.shop,457145-f0.myshopify.com
2024-07-23 10:37:04 UTC,Uninstalled,Not working or compatible with store,,Nordic Park,GB,holly@nordicpark.co,abc57a-eb.myshopify.com
2024-07-23 11:58:33 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 29279912179,2024-07-30,wrkny-uat,US,srujal.shah@datatusk.com,wrkny-uat.myshopify.com
2024-07-23 12:18:17 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34481504592,2024-07-30,BILD Marktplatz,DE,marktplatz@bild.de,bild-marktplatz.myshopify.com
2024-07-23 12:25:20 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 34481504592,,BILD Marktplatz,DE,marktplatz@bild.de,bild-marktplatz.myshopify.com
2024-07-23 21:58:41 UTC,Uninstalled,Ik gebruik de app momenteel niet.,,VISIQLE,NL,info@visiqle.nl,cafec1-3.myshopify.com
2024-07-24 07:09:41 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33650114827,2024-07-31,ModeMajestique,ES,modemajestique.fr@gmail.com,813e79-a8.myshopify.com
2024-07-24 11:03:28 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26316669123,2024-07-31,GT OMEGA EUROPE,GB,leo@gtomega.com,gt-omega-europe.myshopify.com
2024-07-24 11:46:13 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 26316669123,,GT OMEGA EUROPE,GB,leo@gtomega.com,gt-omega-europe.myshopify.com
2024-07-24 13:51:52 UTC,Uninstalled,Ik gebruik de app momenteel niet.,,WENDYD,NL,wendykeijzer@hotmail.com,styledbywen.myshopify.com
2024-07-25 12:30:19 UTC,Uninstalled,Not satisfied with support,,Bedding Bliss,IN,beddingbliss20@gmail.com,b77950-2.myshopify.com
2024-07-25 13:26:46 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33427063063,2024-08-01,Glovix.net,CH,info@glovix.ch,glovix-ch.myshopify.com
2024-07-25 13:49:16 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33427063063,,Glovix.net,CH,info@glovix.ch,glovix-ch.myshopify.com
2024-07-25 21:04:37 UTC,Uninstalled,Expensive or unexpected cost,,Plenty of Bikes,US,plentyofbikes@gmail.com,plenty-of-bikes.myshopify.com
2024-07-26 07:44:56 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33432338761,2024-08-02,launa,NL,Launa.contact@gmail.com,0f7a65-9a.myshopify.com
2024-07-26 07:48:11 UTC,Uninstalled,Not using app now,,MOONIE'S,NL,diego.moonen@icloud.com,518bcf.myshopify.com
2024-07-26 10:03:46 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33432338761,,launa,NL,Launa.contact@gmail.com,0f7a65-9a.myshopify.com
2024-07-26 19:43:20 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 28787998966,2024-08-02,Brownie Darling,IN,hello@browniedarling.com,2149a3-8b.myshopify.com
2024-07-27 06:54:50 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33442005321,2024-08-03,launa,NL,Launa.contact@gmail.com,0f7a65-9a.myshopify.com
2024-07-27 09:58:06 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 28787998966,,Brownie Darling,IN,hello@browniedarling.com,2149a3-8b.myshopify.com
2024-07-27 23:06:00 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33210827032,2024-08-03,VII Society,US,midus994@gmail.com,4399ba-39.myshopify.com
2024-07-28 02:11:53 UTC,Subscription charge frozen,Growth - $6.99 USD. Subscription ID: 24426479727,,自建站,US,haraguchikubitz@gmail.com,180ce5-b0.myshopify.com
2024-07-28 04:03:18 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33210827032,,VII Society,US,midus994@gmail.com,4399ba-39.myshopify.com
2024-07-28 08:28:55 UTC,Uninstalled,现在不使用应用,,ModaMajest,ES,info.modamajest@gmail.com,1596fa-27.myshopify.com
2024-07-28 09:06:32 UTC,Uninstalled,N’utilise pas l’application pour le moment,,DEVAGIA Test,FR,ali.belkady@devagia.com,devagia-test.myshopify.com
2024-07-28 09:21:39 UTC,Uninstalled,难以设置或使用,,ModaMajest,ES,info.modamajest@gmail.com,1596fa-27.myshopify.com
2024-07-28 16:11:53 UTC,Uninstalled,现在不使用应用,,ModaMajest,ES,info.modamajest@gmail.com,1596fa-27.myshopify.com
2024-07-28 22:15:07 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34061517064,2024-08-04,Steptoes ,DE,info@steptoes.de,4bbd6c-fa.myshopify.com
2024-07-28 22:20:42 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 34061517064,,Steptoes ,DE,info@steptoes.de,4bbd6c-fa.myshopify.com
2024-07-28 23:47:23 UTC,Uninstalled,Hard to set up or use,,Club Muntaner ,GB,Contact@muntaner.store,cac382-2.myshopify.com
2024-07-29 07:29:25 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34114273629,2024-08-05,ModaMajest,ES,info.modamajest@gmail.com,1596fa-27.myshopify.com
2024-07-29 08:59:26 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33060553020,2024-08-05,COOSHAPE,US,yrz@joshine.cn,039e85-b2.myshopify.com
2024-07-29 13:14:58 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33588511051,2024-08-05,EP:Tummers,NL,g.maessen@eptummers.nl,fe1450-3.myshopify.com
2024-07-29 13:46:52 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33588511051,,EP:Tummers,NL,g.maessen@eptummers.nl,fe1450-3.myshopify.com
2024-07-29 15:01:49 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33589297483,2024-08-05,FLLUX,PT,digitalmoneyfest@gmail.com,a3f8ea.myshopify.com
2024-07-30 01:28:56 UTC,Uninstalled,Hard to set up or use,,G-Strive,US,gstrive.manager@gmail.com,38bfd6-ec.myshopify.com
2024-07-30 12:53:36 UTC,Subscription charge frozen,Growth - $6.99 USD. Subscription ID: 34061517064,,Steptoes ,DE,info@steptoes.de,4bbd6c-fa.myshopify.com
2024-07-30 17:09:56 UTC,Uninstalled,Funktioniert nicht oder nicht mit dem Shop kompatibel,,Hansa Fliesen Depot,DE,info@hansa-fliesen-depot.de,bb540c-2b.myshopify.com
2024-07-31 17:04:59 UTC,Uninstalled,Not using app now,,WanderWears,IT,WanderWears.shop@gmail.com,2fb489-3c.myshopify.com
2024-07-31 18:59:27 UTC,Uninstalled,Not working or compatible with store,,Black Lace Transfers,CA,blacklacetransfers@gmail.com,blacklacetransfers.myshopify.com
2024-07-31 23:15:04 UTC,Uninstalled,Hard to set up or use,,Hunk,US,alexander@hunkproducts.com,8b4bf9-bb.myshopify.com
2024-08-01 11:29:25 UTC,Uninstalled,Schwierig einzurichten oder zu verwenden,,Kleines Kraftwerk,DE,zugang@kleineskraftwerk.de,kleineskraftwerk.myshopify.com
2024-08-01 16:14:36 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 28848128230,2024-08-08,Barefoot Asia,HK,support@barefoot.asia,barefoot-asia.myshopify.com
2024-08-02 06:24:50 UTC,Uninstalled,Not working or compatible with store,,IKP Sarees,IN,ikpsarees@gmail.com,5dc794-b3.myshopify.com
2024-08-02 14:10:54 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33211810094,2024-08-09,Virolity,US,furgerwaisso@hotmail.com,5455f8-39.myshopify.com
2024-08-02 18:43:13 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 24000921666,2024-08-09,Cosmic Art Prints,US,support@cosmicartprints.com,cyberidian.myshopify.com
2024-08-02 18:45:13 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 24000921666,,Cosmic Art Prints,US,support@cosmicartprints.com,cyberidian.myshopify.com
2024-08-02 18:45:13 UTC,Uninstalled,Not using app now,,Cosmic Art Prints,US,support@cosmicartprints.com,cyberidian.myshopify.com
2024-08-03 09:26:48 UTC,Uninstalled,Hard to set up or use,,SecurityBase,AU,info@securitybase.com.au,0e49c1-a4.myshopify.com
2024-08-03 11:53:01 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33211810094,,Virolity,US,furgerwaisso@hotmail.com,5455f8-39.myshopify.com
2024-08-03 21:59:09 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33631895883,2024-08-10,Mijn winkel,NL,info@cnstore.nl,5131b3-84.myshopify.com
2024-08-03 22:05:08 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33631895883,,Mijn winkel,NL,info@cnstore.nl,5131b3-84.myshopify.com
2024-08-04 05:18:09 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26974879919,2024-08-11,AVSPrint,US,avsprint.design@gmail.com,867edb-38.myshopify.com
2024-08-04 05:22:46 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 26974879919,,AVSPrint,US,avsprint.design@gmail.com,867edb-38.myshopify.com
2024-08-04 08:27:55 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 34114273629,,ModaMajest,ES,info.modamajest@gmail.com,1596fa-27.myshopify.com
2024-08-04 08:27:55 UTC,Uninstalled,现在不使用应用,,ModaMajest,ES,info.modamajest@gmail.com,1596fa-27.myshopify.com
2024-08-04 09:46:16 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 23542333515,2024-08-11,Hairsha México,MX,atencionhairsha@gmail.com,hairsha.myshopify.com
2024-08-04 09:47:09 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 23542333515,,Hairsha México,MX,atencionhairsha@gmail.com,hairsha.myshopify.com
2024-08-04 18:10:02 UTC,Uninstalled,Uygulamayı şu anda kullanmıyorum,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-08-05 03:04:36 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 23527817262,2024-08-12,Tekerem,US,fringussmalls@gmail.com,85b050.myshopify.com
2024-08-05 19:05:53 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34262090068,2024-08-12,My Fancy Feathers,GB,dan@myfancyfeathers.co.uk,2c6852-ef.myshopify.com
2024-08-05 19:17:14 UTC,Uninstalled,Not working or compatible with store; Please confirm I will not be charged.,,My Fancy Feathers,GB,dan@myfancyfeathers.co.uk,2c6852-ef.myshopify.com
2024-08-05 19:17:14 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 34262090068,,My Fancy Feathers,GB,dan@myfancyfeathers.co.uk,2c6852-ef.myshopify.com
2024-08-06 02:26:11 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 25042288776,2024-08-13,Ritzberg,NG,theritzberg@gmail.com,053736-36.myshopify.com
2024-08-06 04:59:33 UTC,Uninstalled,Not using app now,,Kennedy Parker,AU,jay@kennedyparker.store,kennedy-parker.myshopify.com
2024-08-06 07:01:01 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33442005321,,launa,NL,Launa.contact@gmail.com,0f7a65-9a.myshopify.com
2024-08-06 10:38:19 UTC,Uninstalled,Begrenzte oder fehlende Funktionen,,LuminoFloat,DE,support@clic-and-get.de,2b30b0.myshopify.com
2024-08-06 20:34:28 UTC,Uninstalled,No uso la aplicación actualmente.,,Daze Mx,MX,dazzemx@gmail.com,dazemx.myshopify.com
2024-08-07 08:24:44 UTC,Uninstalled,App wird jetzt nicht verwendet,,Edelstock,DE,info@edel-stock.de,995c1a-a9.myshopify.com
2024-08-07 11:00:19 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 33289044243,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-08-07 11:00:19 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 33288978707,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-08-07 11:00:19 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 33288945939,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-08-07 11:00:19 UTC,Subscription charge expired,Growth - $6.99 USD. Subscription ID: 33289011475,,Dad Marketing s.r.o.,CZ,info@comfortfusse.com,f85fdb-2.myshopify.com
2024-08-07 11:37:28 UTC,Uninstalled,Not using app now,,Sauvage-Rotterdam,CA,ecomhamzawassim@gmail.com,264d17-24.myshopify.com
2024-08-07 20:16:42 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34183086344,2024-08-14,PARADUXE,AE,sejoalnajar@gmail.com,a28d81-56.myshopify.com
2024-08-07 20:30:32 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 31060230359,2024-08-14,WRLDSTUDIOSLA,US,wrldstudiosbrand@outlook.com,6dbe42-13.myshopify.com
2024-08-07 20:31:32 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 31060230359,,WRLDSTUDIOSLA,US,wrldstudiosbrand@outlook.com,6dbe42-13.myshopify.com
2024-08-08 11:49:08 UTC,Uninstalled,App wird jetzt nicht verwendet,,Baraa Innocence,AT,webshop@baraabolat.com,baraa-innocence.myshopify.com
2024-08-08 15:10:13 UTC,Uninstalled,Not using app now,,Neeka & Co,BE,shop@neeka.be,4f45e6-5.myshopify.com
