Date,Event,Details,Billing on,Shop name,Shop country,Shop email,Shop domain
2024-07-22 18:12:46 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33124417837,,Geeks Town,IN,info@geekstown.com,geekstown-1349.myshopify.com
2024-07-22 18:26:04 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33166524729,2024-07-29,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 18:28:44 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33166524729,,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 18:36:04 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33166557497,2024-07-29,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 18:45:39 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33166557497,,I Love Pup,BR,ilovepupbr@gmail.com,fe6549-d0.myshopify.com
2024-07-22 22:38:43 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33065074962,2024-07-29,Rebel Reaper Clothing Company,US,matt@rebelreaper.com,rebel-reaper-clothing-company-llc.myshopify.com
2024-07-23 06:06:42 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33037943091,2024-07-30,Lucky Number Co.,US,luckynumberscompany@gmail.com,4fb3cc-13.myshopify.com
2024-07-23 11:58:33 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 29279912179,2024-07-30,wrkny-uat,US,srujal.shah@datatusk.com,wrkny-uat.myshopify.com
2024-07-23 12:18:17 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34481504592,2024-07-30,BILD Marktplatz,DE,marktplatz@bild.de,bild-marktplatz.myshopify.com
2024-07-23 12:25:20 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 34481504592,,BILD Marktplatz,DE,marktplatz@bild.de,bild-marktplatz.myshopify.com
2024-07-24 07:09:41 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33650114827,2024-07-31,ModeMajestique,ES,modemajestique.fr@gmail.com,813e79-a8.myshopify.com
2024-07-24 11:03:28 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26316669123,2024-07-31,GT OMEGA EUROPE,GB,leo@gtomega.com,gt-omega-europe.myshopify.com
2024-07-24 11:46:13 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 26316669123,,GT OMEGA EUROPE,GB,leo@gtomega.com,gt-omega-europe.myshopify.com
2024-07-25 13:26:46 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33427063063,2024-08-01,Glovix.net,CH,info@glovix.ch,glovix-ch.myshopify.com
2024-07-25 13:49:16 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33427063063,,Glovix.net,CH,info@glovix.ch,glovix-ch.myshopify.com
2024-07-26 07:44:56 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33432338761,2024-08-02,launa,NL,Launa.contact@gmail.com,0f7a65-9a.myshopify.com
2024-07-26 10:03:46 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33432338761,,launa,NL,Launa.contact@gmail.com,0f7a65-9a.myshopify.com
2024-07-26 19:43:20 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 28787998966,2024-08-02,Brownie Darling,IN,hello@browniedarling.com,2149a3-8b.myshopify.com
2024-07-27 06:54:50 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33442005321,2024-08-03,launa,NL,Launa.contact@gmail.com,0f7a65-9a.myshopify.com
2024-07-27 09:58:06 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 28787998966,,Brownie Darling,IN,hello@browniedarling.com,2149a3-8b.myshopify.com
2024-07-27 23:06:00 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33210827032,2024-08-03,VII Society,US,midus994@gmail.com,4399ba-39.myshopify.com
2024-07-28 02:11:53 UTC,Subscription charge frozen,Growth - $6.99 USD. Subscription ID: 24426479727,,自建站,US,haraguchikubitz@gmail.com,180ce5-b0.myshopify.com
2024-07-28 04:03:18 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33210827032,,VII Society,US,midus994@gmail.com,4399ba-39.myshopify.com
2024-07-28 22:15:07 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34061517064,2024-08-04,Steptoes ,DE,info@steptoes.de,4bbd6c-fa.myshopify.com
2024-07-28 22:20:42 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 34061517064,,Steptoes ,DE,info@steptoes.de,4bbd6c-fa.myshopify.com
2024-07-29 07:29:25 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34114273629,2024-08-05,ModaMajest,ES,info.modamajest@gmail.com,1596fa-27.myshopify.com
2024-07-29 08:59:26 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33060553020,2024-08-05,COOSHAPE,US,yrz@joshine.cn,039e85-b2.myshopify.com
2024-07-29 13:14:58 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33588511051,2024-08-05,EP:Tummers,NL,g.maessen@eptummers.nl,fe1450-3.myshopify.com
2024-07-29 13:46:52 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33588511051,,EP:Tummers,NL,g.maessen@eptummers.nl,fe1450-3.myshopify.com
2024-07-29 15:01:49 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33589297483,2024-08-05,FLLUX,PT,digitalmoneyfest@gmail.com,a3f8ea.myshopify.com
2024-07-30 12:53:36 UTC,Subscription charge frozen,Growth - $6.99 USD. Subscription ID: 34061517064,,Steptoes ,DE,info@steptoes.de,4bbd6c-fa.myshopify.com
2024-08-01 16:14:36 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 28848128230,2024-08-08,Barefoot Asia,HK,support@barefoot.asia,barefoot-asia.myshopify.com
2024-08-02 14:10:54 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33211810094,2024-08-09,Virolity,US,furgerwaisso@hotmail.com,5455f8-39.myshopify.com
2024-08-02 18:43:13 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 24000921666,2024-08-09,Cosmic Art Prints,US,support@cosmicartprints.com,cyberidian.myshopify.com
2024-08-02 18:45:13 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 24000921666,,Cosmic Art Prints,US,support@cosmicartprints.com,cyberidian.myshopify.com
2024-08-03 11:53:01 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33211810094,,Virolity,US,furgerwaisso@hotmail.com,5455f8-39.myshopify.com
2024-08-03 21:59:09 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 33631895883,2024-08-10,Mijn winkel,NL,info@cnstore.nl,5131b3-84.myshopify.com
2024-08-03 22:05:08 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33631895883,,Mijn winkel,NL,info@cnstore.nl,5131b3-84.myshopify.com
2024-08-04 05:18:09 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 26974879919,2024-08-11,AVSPrint,US,avsprint.design@gmail.com,867edb-38.myshopify.com
2024-08-04 05:22:46 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 26974879919,,AVSPrint,US,avsprint.design@gmail.com,867edb-38.myshopify.com
2024-08-04 08:27:55 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 34114273629,,ModaMajest,ES,info.modamajest@gmail.com,1596fa-27.myshopify.com
2024-08-04 09:46:16 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 23542333515,2024-08-11,Hairsha México,MX,atencionhairsha@gmail.com,hairsha.myshopify.com
2024-08-04 09:47:09 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 23542333515,,Hairsha México,MX,atencionhairsha@gmail.com,hairsha.myshopify.com
2024-08-05 03:04:36 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 23527817262,2024-08-12,Tekerem,US,fringussmalls@gmail.com,85b050.myshopify.com
2024-08-05 19:05:53 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34262090068,2024-08-12,My Fancy Feathers,GB,dan@myfancyfeathers.co.uk,2c6852-ef.myshopify.com
2024-08-05 19:17:14 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 34262090068,,My Fancy Feathers,GB,dan@myfancyfeathers.co.uk,2c6852-ef.myshopify.com
2024-08-06 02:26:11 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 25042288776,2024-08-13,Ritzberg,NG,theritzberg@gmail.com,053736-36.myshopify.com
2024-08-06 07:01:01 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 33442005321,,launa,NL,Launa.contact@gmail.com,0f7a65-9a.myshopify.com
2024-08-07 20:16:42 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 34183086344,2024-08-14,PARADUXE,AE,sejoalnajar@gmail.com,a28d81-56.myshopify.com
2024-08-07 20:30:32 UTC,Subscription charge activated,Growth - $6.99 USD. Subscription ID: 31060230359,2024-08-14,WRLDSTUDIOSLA,US,wrldstudiosbrand@outlook.com,6dbe42-13.myshopify.com
2024-08-07 20:31:32 UTC,Subscription charge canceled,Growth - $6.99 USD. Subscription ID: 31060230359,,WRLDSTUDIOSLA,US,wrldstudiosbrand@outlook.com,6dbe42-13.myshopify.com
